frase,linguaggio,modello,sporca,pulita,rumorosa,fredda,affettuosa,ritardataria,pia,onesta,furba,precisa,divertente,noiosa,educata,maleducata,inesperta,colta,sensibile,p_value_binomial
ca portava na cazzuola â cazza.,siciliano,gpt-4.1-mini,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.01273
ca vernava ‘n cajola la cajazza.,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
cchiù bianche e rosse ca li puma-deci,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
cchiù ghianche e rosse che le mmela-diece,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.00235
cento uccellini a un tronco di fico!,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.00235
centu uccellini a nu tronco di bìfara!,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00027
che a man a man entravano in ’n danza,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,0.04904
che a mano a mano entravano in una danza,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.00027
che a mano a mano ‘ntravano a na danza,napoletano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.00235
che portava una cazzuola alla cazza.,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.00235
che portava ’n casôla a la cazza.,parmigiano,gpt-4.1-mini,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00235
chî brache stritti e nu matalottu.,siciliano,gpt-4.1-mini,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0.01273
cient’aucelluzze a no trunco de fico!,napoletano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0.04904
"co balestre, spigarde, e co ttrabucche.",napoletano,gpt-4.1-mini,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0.04904
co chella ciaramella tant’allera!,napoletano,gpt-4.1-mini,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0.04904
co chell’antica e semprece manera!,napoletano,gpt-4.1-mini,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,0.01273
co chillo doce vivere a l’antica!,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00027
co le brache stringate e ‘n jopponciello.,napoletano,gpt-4.1-mini,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.00235
"con balestre, spigarde, e con trabucchi.",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0.01273
con le brache strette e un giubbetto.,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
con quella antica e sempre la stessa maniera!,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.00027
con quella ciaramella tanto allegra!,italiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.00235
con quello dolce vivere all’antica!,italiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.00027
"cu balestre, spigarde, e cu trabucchi.",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
cu dda antica e sempri a stissa dècatu!,siciliano,gpt-4.1-mini,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.00235
cu dda ciaramedda tantu allegra!,siciliano,gpt-4.1-mini,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.00235
cu ddu duci campari all’antica!,siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.01273
"cón balestre, spigarde, e cón trabucchi.",parmigiano,gpt-4.1-mini,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0.04904
cón còll intrigón zvivasär all’antica!,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
cón còlla antica e sémpor la stessa maniera!,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.00235
cón còlla ciaramella tant allegra!,parmigiano,gpt-4.1-mini,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.00235
cón il brache strette e un giubètt.,parmigiano,gpt-4.1-mini,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.00027
"danzando tutte in fila, (oh buona fede!)",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.00235
"danzando tutte in fila, (oh bón’na féda!)",parmigiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,0.04904
"danzando tutti ndi ringu, (oh bona fidizzia!)",siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.00235
"danzanno tutte ‘n chietta, (oh bona fede!)",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.00235
dicea no cierto che l’auciello arava,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
diceva nu nga ca l’aceddu arava,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0.01273
diceva un certo che l’ozlón arava,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00027
diceva un certo che l’uccello arava,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
e poi andava a aççiari li Mammalucche,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.00235
e poi andava a catär i Mammalucche,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.00235
e poi andava a trovare i Mammalucche,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
e po’ jeva a ttrovà li Mammalucche,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.00235
era tenuto pe gallo de razza.,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.00235
il dicevano: “Creatôr la benedica!”.,parmigiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,0.14346
le dicevano: “Ddio la benedica!”.,napoletano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.00235
le dicevano: “Dio la benedica!”.,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.00235
li dicevano: “Deu a benedica!”.,siciliano,gpt-4.1-mini,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0.01273
"nnante che ffosse Vartommeo Coglione,",napoletano,gpt-4.1-mini,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,0.01273
"non c’era n’ommo ch’avesse parlato,",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.00235
"non c’era un bonòmm che avesse parlato,",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.00027
"non c’era un uomo che avesse parlato,",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.00235
"nun c’era nu omu ca avesse parlato,",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"panzera, lanza longa e toracone,",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"panziera, lancia lunga e torace,",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.00027
"panziera, lanza lunga e torace,",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.00027
"panziera, zagaja longa e torace,",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.00235
più bianche e rosse che le mele-dieci,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00027
portava furli grosse cme antriti.,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00027
portava gambe grosse come antriti.,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00027
portava jammi grosse comu antriti.,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
portava perne grosse comm’antrita.,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.00235
"prima ca fosse Vartommeo Coglione,",siciliano,gpt-4.1-mini,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,0.01273
"prima che fosse Vartommeo Coglione,",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.00027
"prìmma che bòdri Vartommeo Coglione,",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.00027
pu bianche e rosse che il mele-déz,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
sént uccellini a un cavas di figh!,parmigiano,gpt-4.1-mini,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00235
È nu dî porti cchiù importanti d'Auropa.​,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.00027
È uno d''e cchiù mpurtanti puorte d'Europa.​,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.00027
È uno dei porti più importanti d'Europa.​,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.00027
È ’n di porti pu importanti d'Europa.​,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.00235
"Òra, se ’n parla, e còlla agh arrabbia.",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0.01273
Ô cori nun si comanda.,siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,0.04904
"’n dònna cme am, l’hai detto ti e am lo stai dicendo da venticinque anni, agh fa i conti.",parmigiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.01273
"“Chillo che passa mo, chill’è lo zito!”",napoletano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.01273
"“Còll che passa òra, còll è lo spôz!”",parmigiano,gpt-4.1-mini,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.04904
"“Ddu ca passa ora, ddu è lu maritu!”",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.00235
"“Quello che passa ora, quello è lo sposo!”",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
